date,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,LeapYear
2018-05-01,0.571428571428571,0.285714285714286,1.28571428571429,1.28571428571429,-0.714285714285714,0.285714285714286,1.06581410364015e-14
2018-06-01,1,1,1,1,2,1,1.06581410364015e-14
2018-07-01,-2,-1,-2,-2,-2,-2,-7.105427357601e-15
2018-08-01,0,0,1,1,1,0,-7.105427357601e-15
2018-09-01,-3,-2,-2,-2,-2,-1,3.5527136788005e-15
2018-10-01,1,1,1,0,0,0,-7.105427357601e-15
2018-11-01,-0.428571428571429,0.285714285714286,0.285714285714286,1.28571428571429,1.28571428571429,0.285714285714286,7.105427357601e-15
2018-12-01,-2,-2,-2,-1,-1,-8.88178419700125e-16,-1.06581410364015e-14
2019-01-01,-2.22044604925031e-16,-2.22044604925031e-16,1,1,-2.22044604925031e-16,-2.22044604925031e-16,7.105427357601e-15
2019-02-01,0,0,0,0,0,0,-0.249999999999996
2019-03-01,-0.288872995764731,-0.492052139831951,-0.492052139831951,-0.492052139831951,0.812716576268878,0.507947860168049,-7.105427357601e-15
2019-04-01,0.288872995764731,0.492052139831951,-0.507947860168049,-0.507947860168049,-0.812716576268879,-0.507947860168049,3.5527136788005e-15
2019-05-01,-1.42857142857143,-0.714285714285714,-0.714285714285714,0.285714285714286,0.285714285714286,-1.71428571428571,1.06581410364015e-14
2019-06-01,-1,-2.22044604925031e-16,-2.22044604925031e-16,-2.22044604925031e-16,-2.22044604925031e-16,1,1.06581410364015e-14
2019-07-01,1,1,1,0,0,0,-7.105427357601e-15
2019-08-01,0,0,0,1,1,1,-7.105427357601e-15
2019-09-01,0,-1,-1,-1,-1,-1,3.5527136788005e-15
2019-10-01,0,1,1,1,0,0,-7.105427357601e-15
2019-11-01,-0.428571428571429,0.285714285714286,0.285714285714286,0.285714285714286,1.28571428571429,1.28571428571429,7.105427357601e-15
2019-12-01,-8.88178419700125e-16,-2,-2,-2,-1,-1,-1.06581410364015e-14
2020-01-01,-2.22044604925031e-16,-2.22044604925031e-16,-2.22044604925031e-16,1,1,-2.22044604925031e-16,7.105427357601e-15
2020-02-01,0,0,0,0,0,1,0.750000000000004
2020-03-01,0.711127004235269,0.507947860168049,-0.492052139831951,-0.492052139831951,-0.187283423731122,-0.492052139831951,-7.105427357601e-15
2020-04-01,-0.711127004235269,-0.507947860168049,0.492052139831951,0.492052139831951,-0.812716576268879,-0.507947860168049,3.5527136788005e-15
2020-05-01,-1.42857142857143,-0.714285714285714,-0.714285714285714,-0.714285714285714,-0.714285714285714,0.285714285714286,1.06581410364015e-14
2020-06-01,1,-2.22044604925031e-16,-1,-2.22044604925031e-16,-2.22044604925031e-16,-2.22044604925031e-16,1.06581410364015e-14
2020-07-01,0,0,1,1,1,0,-7.105427357601e-15
2020-08-01,0,-1,-1,-1,-1,0,-7.105427357601e-15
2020-09-01,0,1,1,0,0,0,3.5527136788005e-15
2020-10-01,0,0,0,1,1,1,-7.105427357601e-15
2020-11-01,0.571428571428571,-0.714285714285714,-1.71428571428571,-0.714285714285714,-0.714285714285714,-0.714285714285714,7.105427357601e-15
2020-12-01,-8.88178419700125e-16,1,1,-1,-1,-1,-1.06581410364015e-14
2021-01-01,-1,-1,-1,-1,-1,-2.22044604925031e-16,7.105427357601e-15
2021-02-01,0,0,0,0,0,0,-0.249999999999996
2021-03-01,1.71112700423527,1.50794786016805,1.50794786016805,0.507947860168049,0.812716576268878,0.507947860168049,-7.105427357601e-15
2021-04-01,-0.711127004235269,-0.507947860168049,-0.507947860168049,0.492052139831951,0.187283423731121,-0.507947860168049,3.5527136788005e-15
2021-05-01,0.571428571428571,-1.71428571428571,-0.714285714285714,-0.714285714285714,-0.714285714285714,-0.714285714285714,1.06581410364015e-14
2021-06-01,-2.22044604925031e-16,1,-2.22044604925031e-16,-1,-2.22044604925031e-16,-2.22044604925031e-16,1.06581410364015e-14
2021-07-01,0,0,0,1,1,1,-7.105427357601e-15
2021-08-01,0,0,-1,-1,-1,-1,-7.105427357601e-15
2021-09-01,0,0,1,1,0,0,3.5527136788005e-15
2021-10-01,-1,-1,-1,-1,0,0,-7.105427357601e-15
2021-11-01,1.57142857142857,1.28571428571429,0.285714285714286,-0.714285714285714,0.285714285714286,0.285714285714286,7.105427357601e-15
2021-12-01,1,1,2,2,-8.88178419700125e-16,-8.88178419700125e-16,-1.06581410364015e-14
2022-01-01,-2.22044604925031e-16,-1,-1,-1,-1,-1,7.105427357601e-15
2022-02-01,0,0,0,0,0,0,-0.249999999999996
2022-03-01,0.711127004235269,1.50794786016805,1.50794786016805,1.50794786016805,0.812716576268878,0.507947860168049,-7.105427357601e-15
2022-04-01,-0.711127004235269,-0.507947860168049,-0.507947860168049,-0.507947860168049,0.187283423731121,0.492052139831951,3.5527136788005e-15
2022-05-01,1.57142857142857,1.28571428571429,-0.714285714285714,0.285714285714286,0.285714285714286,0.285714285714286,1.06581410364015e-14
2022-06-01,-2.22044604925031e-16,-2.22044604925031e-16,1,-2.22044604925031e-16,-1,-2.22044604925031e-16,1.06581410364015e-14
2022-07-01,-1,-1,-1,-1,0,0,-7.105427357601e-15
2022-08-01,1,1,1,0,0,0,-7.105427357601e-15
2022-09-01,0,0,0,1,1,0,3.5527136788005e-15
2022-10-01,0,-1,-1,-1,-1,0,-7.105427357601e-15
2022-11-01,0.571428571428571,1.28571428571429,1.28571428571429,0.285714285714286,-0.714285714285714,0.285714285714286,7.105427357601e-15
2022-12-01,-8.88178419700125e-16,1,1,2,2,-8.88178419700125e-16,-1.06581410364015e-14
